"Provincias	Condición jurídica	Periodo	Total"
"24 León	Sociedades de responsabilidad limitada	2017	9.610"
"24 León	Sociedades de responsabilidad limitada	2016	10.073"
"24 León	Sociedades de responsabilidad limitada	2015	10.100"
"24 León	Sociedades de responsabilidad limitada	2014	10.116"
"24 León	Sociedades de responsabilidad limitada	2013	10.071"
"24 León	Sociedades de responsabilidad limitada	2012	10.112"
"24 León	Sociedades de responsabilidad limitada	2011	10.032"
"24 León	Sociedades de responsabilidad limitada	2010	10.056"
"24 León	Sociedades de responsabilidad limitada	2009	10.011"
"24 León	Sociedades de responsabilidad limitada	2008	9.942"
"24 León	Sociedades de responsabilidad limitada	2007	9.441"
"24 León	Sociedades de responsabilidad limitada	2006	8.897"
"24 León	Sociedades de responsabilidad limitada	2005	8.383"
"24 León	Sociedades de responsabilidad limitada	2004	7.829"
"24 León	Sociedades de responsabilidad limitada	2003	7.345"
"24 León	Sociedades de responsabilidad limitada	2002	6.916"
"24 León	Sociedades de responsabilidad limitada	2001	6.554"
"24 León	Sociedades de responsabilidad limitada	2000	6.136"
"24 León	Sociedades de responsabilidad limitada	1999	5.747"
"24 León	Sociedades colectivas	2024	2"
"24 León	Sociedades colectivas	2023	2"
"24 León	Sociedades colectivas	2022	3"
"24 León	Sociedades colectivas	2021	3"
"24 León	Sociedades colectivas	2020	3"
"24 León	Sociedades colectivas	2019	3"
"24 León	Sociedades colectivas	2018	3"
"24 León	Sociedades colectivas	2017	4"
"24 León	Sociedades colectivas	2016	4"
"24 León	Sociedades colectivas	2015	4"
"24 León	Sociedades colectivas	2014	4"
"24 León	Sociedades colectivas	2013	4"
"24 León	Sociedades colectivas	2012	4"
"24 León	Sociedades colectivas	2011	4"
"24 León	Sociedades colectivas	2010	4"
"24 León	Sociedades colectivas	2009	4"
"24 León	Sociedades colectivas	2008	4"
"24 León	Sociedades colectivas	2007	4"
"24 León	Sociedades colectivas	2006	4"
"24 León	Sociedades colectivas	2005	5"
"24 León	Sociedades colectivas	2004	5"
"24 León	Sociedades colectivas	2003	5"
"24 León	Sociedades colectivas	2002	5"
"24 León	Sociedades colectivas	2001	7"
"24 León	Sociedades colectivas	2000	7"
"24 León	Sociedades colectivas	1999	7"
"24 León	Sociedades comanditarias	2024	0"
"24 León	Sociedades comanditarias	2023	0"
"24 León	Sociedades comanditarias	2022	0"
"24 León	Sociedades comanditarias	2021	0"
"24 León	Sociedades comanditarias	2020	0"
"24 León	Sociedades comanditarias	2019	0"
"24 León	Sociedades comanditarias	2018	0"
"24 León	Sociedades comanditarias	2017	0"
"24 León	Sociedades comanditarias	2016	0"
"24 León	Sociedades comanditarias	2015	0"
"24 León	Sociedades comanditarias	2014	0"
"24 León	Sociedades comanditarias	2013	0"
"24 León	Sociedades comanditarias	2012	0"
"24 León	Sociedades comanditarias	2011	0"
"24 León	Sociedades comanditarias	2010	0"
"24 León	Sociedades comanditarias	2009	0"
"24 León	Sociedades comanditarias	2008	0"
"24 León	Sociedades comanditarias	2007	0"
"24 León	Sociedades comanditarias	2006	0"
"24 León	Sociedades comanditarias	2005	0"
"24 León	Sociedades comanditarias	2004	0"
"24 León	Sociedades comanditarias	2003	0"
"24 León	Sociedades comanditarias	2002	0"
"24 León	Sociedades comanditarias	2001	0"
"24 León	Sociedades comanditarias	2000	0"
"24 León	Sociedades comanditarias	1999	0"
"24 León	Comunidades de bienes	2024	1.557"
"24 León	Comunidades de bienes	2023	1.584"
"24 León	Comunidades de bienes	2022	1.695"
"24 León	Comunidades de bienes	2021	1.687"
"24 León	Comunidades de bienes	2020	1.737"
"24 León	Comunidades de bienes	2019	1.752"
"24 León	Comunidades de bienes	2018	1.776"
"24 León	Comunidades de bienes	2017	1.805"
"24 León	Comunidades de bienes	2016	1.825"
"24 León	Comunidades de bienes	2015	1.842"
"24 León	Comunidades de bienes	2014	1.764"
"24 León	Comunidades de bienes	2013	1.715"
"24 León	Comunidades de bienes	2012	1.783"
"24 León	Comunidades de bienes	2011	1.781"
"24 León	Comunidades de bienes	2010	1.767"
"24 León	Comunidades de bienes	2009	1.816"
"24 León	Comunidades de bienes	2008	1.821"
"24 León	Comunidades de bienes	2007	1.742"
"24 León	Comunidades de bienes	2006	1.677"
"24 León	Comunidades de bienes	2005	1.554"
"24 León	Comunidades de bienes	2004	1.467"
"24 León	Comunidades de bienes	2003	1.368"
"24 León	Comunidades de bienes	2002	1.310"
"24 León	Comunidades de bienes	2001	1.256"
"24 León	Comunidades de bienes	2000	1.213"
"24 León	Comunidades de bienes	1999	1.155"
"24 León	Sociedades cooperativas	2024	94"
"24 León	Sociedades cooperativas	2023	100"
"24 León	Sociedades cooperativas	2022	123"
"24 León	Sociedades cooperativas	2021	125"
"24 León	Sociedades cooperativas	2020	131"
"24 León	Sociedades cooperativas	2019	136"
"24 León	Sociedades cooperativas	2018	142"
"24 León	Sociedades cooperativas	2017	142"
"24 León	Sociedades cooperativas	2016	145"
"24 León	Sociedades cooperativas	2015	155"
"24 León	Sociedades cooperativas	2014	155"
"24 León	Sociedades cooperativas	2013	161"
"24 León	Sociedades cooperativas	2012	171"
"24 León	Sociedades cooperativas	2011	182"
"24 León	Sociedades cooperativas	2010	187"
"24 León	Sociedades cooperativas	2009	216"
"24 León	Sociedades cooperativas	2008	232"
"24 León	Sociedades cooperativas	2007	239"
"24 León	Sociedades cooperativas	2006	250"
"24 León	Sociedades cooperativas	2005	259"
"24 León	Sociedades cooperativas	2004	254"
"24 León	Sociedades cooperativas	2003	257"
"24 León	Sociedades cooperativas	2002	240"
"24 León	Sociedades cooperativas	2001	222"
"24 León	Sociedades cooperativas	2000	199"
"24 León	Sociedades cooperativas	1999	196"
"24 León	Asociaciones y otros tipos	2024	620"
"24 León	Asociaciones y otros tipos	2023	605"
"24 León	Asociaciones y otros tipos	2022	693"
"24 León	Asociaciones y otros tipos	2021	652"
"24 León	Asociaciones y otros tipos	2020	663"
"24 León	Asociaciones y otros tipos	2019	668"
"24 León	Asociaciones y otros tipos	2018	625"
"24 León	Asociaciones y otros tipos	2017	615"
"24 León	Asociaciones y otros tipos	2016	665"
"24 León	Asociaciones y otros tipos	2015	676"
"24 León	Asociaciones y otros tipos	2014	639"
"24 León	Asociaciones y otros tipos	2013	634"
"24 León	Asociaciones y otros tipos	2012	657"
"24 León	Asociaciones y otros tipos	2011	628"
"24 León	Asociaciones y otros tipos	2010	652"
"24 León	Asociaciones y otros tipos	2009	558"
"24 León	Asociaciones y otros tipos	2008	516"
"24 León	Asociaciones y otros tipos	2007	482"
"24 León	Asociaciones y otros tipos	2006	464"
"24 León	Asociaciones y otros tipos	2005	415"
"24 León	Asociaciones y otros tipos	2004	369"
"24 León	Asociaciones y otros tipos	2003	342"
"24 León	Asociaciones y otros tipos	2002	297"
"24 León	Asociaciones y otros tipos	2001	265"
"24 León	Asociaciones y otros tipos	2000	250"
"24 León	Asociaciones y otros tipos	1999	212"
"24 León	Organismos autónomos y otros	2024	112"
"24 León	Organismos autónomos y otros	2023	112"
"24 León	Organismos autónomos y otros	2022	118"
"24 León	Organismos autónomos y otros	2021	118"
"24 León	Organismos autónomos y otros	2020	117"
"24 León	Organismos autónomos y otros	2019	118"
"24 León	Organismos autónomos y otros	2018	123"
"24 León	Organismos autónomos y otros	2017	123"
"24 León	Organismos autónomos y otros	2016	123"
"24 León	Organismos autónomos y otros	2015	128"
"24 León	Organismos autónomos y otros	2014	122"
"24 León	Organismos autónomos y otros	2013	122"
"24 León	Organismos autónomos y otros	2012	121"
"24 León	Organismos autónomos y otros	2011	117"
"24 León	Organismos autónomos y otros	2010	122"
"24 León	Organismos autónomos y otros	2009	117"
"24 León	Organismos autónomos y otros	2008	117"
"24 León	Organismos autónomos y otros	2007	118"
"24 León	Organismos autónomos y otros	2006	120"
"24 León	Organismos autónomos y otros	2005	124"
"24 León	Organismos autónomos y otros	2004	127"
"24 León	Organismos autónomos y otros	2003	129"
"24 León	Organismos autónomos y otros	2002	90"
"24 León	Organismos autónomos y otros	2001	85"
"24 León	Organismos autónomos y otros	2000	84"
"24 León	Organismos autónomos y otros	1999	82"
"24 León	Personas físicas	2024	16.752"
"24 León	Personas físicas	2023	16.865"
"24 León	Personas físicas	2022	17.796"
"24 León	Personas físicas	2021	17.773"
"24 León	Personas físicas	2020	18.358"
"24 León	Personas físicas	2019	18.342"
"24 León	Personas físicas	2018	18.276"
"24 León	Personas físicas	2017	18.251"
"24 León	Personas físicas	2016	17.928"
"24 León	Personas físicas	2015	17.769"
"24 León	Personas físicas	2014	17.581"
"24 León	Personas físicas	2013	18.132"
"24 León	Personas físicas	2012	18.720"
"24 León	Personas físicas	2011	19.084"
"24 León	Personas físicas	2010	19.487"
"24 León	Personas físicas	2009	19.962"
"24 León	Personas físicas	2008	20.489"
"24 León	Personas físicas	2007	20.646"
"24 León	Personas físicas	2006	20.061"
"24 León	Personas físicas	2005	20.033"
"24 León	Personas físicas	2004	20.063"
"24 León	Personas físicas	2003	19.942"
"24 León	Personas físicas	2002	19.868"
"24 León	Personas físicas	2001	20.111"
"24 León	Personas físicas	2000	20.528"
"24 León	Personas físicas	1999	20.471"
"25 Lleida	Total	2024	32.028"
"25 Lleida	Total	2023	31.595"
"25 Lleida	Total	2022	33.407"
"25 Lleida	Total	2021	33.060"
"25 Lleida	Total	2020	33.512"
"25 Lleida	Total	2019	33.299"
"25 Lleida	Total	2018	33.684"
"25 Lleida	Total	2017	33.623"
"25 Lleida	Total	2016	33.329"
"25 Lleida	Total	2015	33.216"
"25 Lleida	Total	2014	33.354"
"25 Lleida	Total	2013	33.836"
"25 Lleida	Total	2012	34.821"
"25 Lleida	Total	2011	35.730"
"25 Lleida	Total	2010	36.598"
"25 Lleida	Total	2009	36.920"
"25 Lleida	Total	2008	37.638"
"25 Lleida	Total	2007	36.065"
"25 Lleida	Total	2006	33.956"
"25 Lleida	Total	2005	32.739"
"25 Lleida	Total	2004	31.515"
"25 Lleida	Total	2003	29.605"
"25 Lleida	Total	2002	28.766"
"25 Lleida	Total	2001	28.141"
"25 Lleida	Total	2000	28.348"
"25 Lleida	Total	1999	27.502"
"25 Lleida	Sociedades anónimas	2024	469"
"25 Lleida	Sociedades anónimas	2023	479"
"25 Lleida	Sociedades anónimas	2022	527"
"25 Lleida	Sociedades anónimas	2021	554"
"25 Lleida	Sociedades anónimas	2020	563"
"25 Lleida	Sociedades anónimas	2019	588"
"25 Lleida	Sociedades anónimas	2018	692"
"25 Lleida	Sociedades anónimas	2017	704"
"25 Lleida	Sociedades anónimas	2016	725"
"25 Lleida	Sociedades anónimas	2015	752"
"25 Lleida	Sociedades anónimas	2014	787"
"25 Lleida	Sociedades anónimas	2013	820"
"25 Lleida	Sociedades anónimas	2012	866"
"25 Lleida	Sociedades anónimas	2011	891"
"25 Lleida	Sociedades anónimas	2010	913"
"25 Lleida	Sociedades anónimas	2009	933"
"25 Lleida	Sociedades anónimas	2008	944"
"25 Lleida	Sociedades anónimas	2007	959"
"25 Lleida	Sociedades anónimas	2006	972"
"25 Lleida	Sociedades anónimas	2005	1.014"
"25 Lleida	Sociedades anónimas	2004	1.015"
"25 Lleida	Sociedades anónimas	2003	1.050"
"25 Lleida	Sociedades anónimas	2002	1.056"
"25 Lleida	Sociedades anónimas	2001	1.076"
"25 Lleida	Sociedades anónimas	2000	1.109"
"25 Lleida	Sociedades anónimas	1999	1.135"
"25 Lleida	Sociedades de responsabilidad limitada	2024	10.977"
"25 Lleida	Sociedades de responsabilidad limitada	2023	10.669"
"25 Lleida	Sociedades de responsabilidad limitada	2022	11.341"
"25 Lleida	Sociedades de responsabilidad limitada	2021	11.210"
"25 Lleida	Sociedades de responsabilidad limitada	2020	11.325"
"25 Lleida	Sociedades de responsabilidad limitada	2019	11.428"
"25 Lleida	Sociedades de responsabilidad limitada	2018	11.859"
"25 Lleida	Sociedades de responsabilidad limitada	2017	11.762"
"25 Lleida	Sociedades de responsabilidad limitada	2016	11.596"
"25 Lleida	Sociedades de responsabilidad limitada	2015	11.496"
"25 Lleida	Sociedades de responsabilidad limitada	2014	11.666"
"25 Lleida	Sociedades de responsabilidad limitada	2013	11.776"
"25 Lleida	Sociedades de responsabilidad limitada	2012	12.058"
"25 Lleida	Sociedades de responsabilidad limitada	2011	12.230"
"25 Lleida	Sociedades de responsabilidad limitada	2010	12.390"
"25 Lleida	Sociedades de responsabilidad limitada	2009	12.407"
"25 Lleida	Sociedades de responsabilidad limitada	2008	12.346"
"25 Lleida	Sociedades de responsabilidad limitada	2007	11.416"
"25 Lleida	Sociedades de responsabilidad limitada	2006	10.318"
"25 Lleida	Sociedades de responsabilidad limitada	2005	9.460"
"25 Lleida	Sociedades de responsabilidad limitada	2004	8.513"
"25 Lleida	Sociedades de responsabilidad limitada	2003	7.721"
"25 Lleida	Sociedades de responsabilidad limitada	2002	7.165"
"25 Lleida	Sociedades de responsabilidad limitada	2001	6.577"
"25 Lleida	Sociedades de responsabilidad limitada	2000	6.105"
"25 Lleida	Sociedades de responsabilidad limitada	1999	5.560"
"25 Lleida	Sociedades colectivas	2024	1"
"25 Lleida	Sociedades colectivas	2023	1"
"25 Lleida	Sociedades colectivas	2022	1"
"25 Lleida	Sociedades colectivas	2021	2"
"25 Lleida	Sociedades colectivas	2020	2"
"25 Lleida	Sociedades colectivas	2019	2"
"25 Lleida	Sociedades colectivas	2018	2"
"25 Lleida	Sociedades colectivas	2017	3"
"25 Lleida	Sociedades colectivas	2016	3"
"25 Lleida	Sociedades colectivas	2015	3"
"25 Lleida	Sociedades colectivas	2014	3"
"25 Lleida	Sociedades colectivas	2013	3"
"25 Lleida	Sociedades colectivas	2012	3"
"25 Lleida	Sociedades colectivas	2011	3"
"25 Lleida	Sociedades colectivas	2010	3"
"25 Lleida	Sociedades colectivas	2009	4"
"25 Lleida	Sociedades colectivas	2008	4"
"25 Lleida	Sociedades colectivas	2007	5"
"25 Lleida	Sociedades colectivas	2006	6"
"25 Lleida	Sociedades colectivas	2005	7"
"25 Lleida	Sociedades colectivas	2004	11"
"25 Lleida	Sociedades colectivas	2003	10"
"25 Lleida	Sociedades colectivas	2002	12"
"25 Lleida	Sociedades colectivas	2001	14"
"25 Lleida	Sociedades colectivas	2000	14"
"25 Lleida	Sociedades colectivas	1999	16"
"25 Lleida	Sociedades comanditarias	2024	0"
"25 Lleida	Sociedades comanditarias	2023	0"
"25 Lleida	Sociedades comanditarias	2022	0"
"25 Lleida	Sociedades comanditarias	2021	0"
"25 Lleida	Sociedades comanditarias	2020	0"
"25 Lleida	Sociedades comanditarias	2019	0"
"25 Lleida	Sociedades comanditarias	2018	0"
"25 Lleida	Sociedades comanditarias	2017	0"
"25 Lleida	Sociedades comanditarias	2016	0"
"25 Lleida	Sociedades comanditarias	2015	0"
"25 Lleida	Sociedades comanditarias	2014	0"
"25 Lleida	Sociedades comanditarias	2013	0"
"25 Lleida	Sociedades comanditarias	2012	0"
"25 Lleida	Sociedades comanditarias	2011	0"
"25 Lleida	Sociedades comanditarias	2010	0"
"25 Lleida	Sociedades comanditarias	2009	0"
"25 Lleida	Sociedades comanditarias	2008	0"
"25 Lleida	Sociedades comanditarias	2007	0"
"25 Lleida	Sociedades comanditarias	2006	0"
"25 Lleida	Sociedades comanditarias	2005	0"
"25 Lleida	Sociedades comanditarias	2004	0"
"25 Lleida	Sociedades comanditarias	2003	0"
"25 Lleida	Sociedades comanditarias	2002	0"
"25 Lleida	Sociedades comanditarias	2001	0"
"25 Lleida	Sociedades comanditarias	2000	0"
"25 Lleida	Sociedades comanditarias	1999	0"
"25 Lleida	Comunidades de bienes	2024	1.172"
"25 Lleida	Comunidades de bienes	2023	1.115"
"25 Lleida	Comunidades de bienes	2022	1.150"
"25 Lleida	Comunidades de bienes	2021	1.124"
"25 Lleida	Comunidades de bienes	2020	1.116"
"25 Lleida	Comunidades de bienes	2019	1.109"
"25 Lleida	Comunidades de bienes	2018	1.082"
"25 Lleida	Comunidades de bienes	2017	1.056"
"25 Lleida	Comunidades de bienes	2016	1.009"
"25 Lleida	Comunidades de bienes	2015	1.018"
"25 Lleida	Comunidades de bienes	2014	1.000"
"25 Lleida	Comunidades de bienes	2013	1.009"
"25 Lleida	Comunidades de bienes	2012	1.048"
"25 Lleida	Comunidades de bienes	2011	1.060"
"25 Lleida	Comunidades de bienes	2010	1.088"
"25 Lleida	Comunidades de bienes	2009	1.181"
"25 Lleida	Comunidades de bienes	2008	1.226"
"25 Lleida	Comunidades de bienes	2007	1.201"
"25 Lleida	Comunidades de bienes	2006	1.207"
"25 Lleida	Comunidades de bienes	2005	1.239"
"25 Lleida	Comunidades de bienes	2004	988"
"25 Lleida	Comunidades de bienes	2003	646"
"25 Lleida	Comunidades de bienes	2002	542"
"25 Lleida	Comunidades de bienes	2001	561"
"25 Lleida	Comunidades de bienes	2000	616"
"25 Lleida	Comunidades de bienes	1999	659"
"25 Lleida	Sociedades cooperativas	2024	325"
"25 Lleida	Sociedades cooperativas	2023	307"
"25 Lleida	Sociedades cooperativas	2022	360"
"25 Lleida	Sociedades cooperativas	2021	369"
"25 Lleida	Sociedades cooperativas	2020	377"
"25 Lleida	Sociedades cooperativas	2019	388"
"25 Lleida	Sociedades cooperativas	2018	389"
"25 Lleida	Sociedades cooperativas	2017	395"
"25 Lleida	Sociedades cooperativas	2016	415"
"25 Lleida	Sociedades cooperativas	2015	422"
"25 Lleida	Sociedades cooperativas	2014	444"
"25 Lleida	Sociedades cooperativas	2013	466"
"25 Lleida	Sociedades cooperativas	2012	480"
"25 Lleida	Sociedades cooperativas	2011	503"
"25 Lleida	Sociedades cooperativas	2010	531"
"25 Lleida	Sociedades cooperativas	2009	571"
"25 Lleida	Sociedades cooperativas	2008	606"
"25 Lleida	Sociedades cooperativas	2007	620"
"25 Lleida	Sociedades cooperativas	2006	644"
"25 Lleida	Sociedades cooperativas	2005	684"
"25 Lleida	Sociedades cooperativas	2004	689"
"25 Lleida	Sociedades cooperativas	2003	700"
"25 Lleida	Sociedades cooperativas	2002	702"
"25 Lleida	Sociedades cooperativas	2001	701"
"25 Lleida	Sociedades cooperativas	2000	703"
"25 Lleida	Sociedades cooperativas	1999	700"
"25 Lleida	Asociaciones y otros tipos	2024	2.142"
"25 Lleida	Asociaciones y otros tipos	2023	2.082"
"25 Lleida	Asociaciones y otros tipos	2022	2.248"
"25 Lleida	Asociaciones y otros tipos	2021	2.229"
"25 Lleida	Asociaciones y otros tipos	2020	2.319"
"25 Lleida	Asociaciones y otros tipos	2019	2.328"
"25 Lleida	Asociaciones y otros tipos	2018	2.344"
"25 Lleida	Asociaciones y otros tipos	2017	2.443"
"25 Lleida	Asociaciones y otros tipos	2016	3.216"
"25 Lleida	Asociaciones y otros tipos	2015	3.482"
"25 Lleida	Asociaciones y otros tipos	2014	3.380"
"25 Lleida	Asociaciones y otros tipos	2013	3.275"
"25 Lleida	Asociaciones y otros tipos	2012	3.369"
"25 Lleida	Asociaciones y otros tipos	2011	3.334"
"25 Lleida	Asociaciones y otros tipos	2010	3.193"
"25 Lleida	Asociaciones y otros tipos	2009	2.876"
"25 Lleida	Asociaciones y otros tipos	2008	2.709"
"25 Lleida	Asociaciones y otros tipos	2007	2.406"
"25 Lleida	Asociaciones y otros tipos	2006	2.118"
"25 Lleida	Asociaciones y otros tipos	2005	1.851"
"25 Lleida	Asociaciones y otros tipos	2004	1.916"
"25 Lleida	Asociaciones y otros tipos	2003	1.900"
"25 Lleida	Asociaciones y otros tipos	2002	1.772"
"25 Lleida	Asociaciones y otros tipos	2001	1.657"
"25 Lleida	Asociaciones y otros tipos	2000	1.541"
"25 Lleida	Asociaciones y otros tipos	1999	1.340"
"25 Lleida	Organismos autónomos y otros	2024	74"
"25 Lleida	Organismos autónomos y otros	2023	70"
"25 Lleida	Organismos autónomos y otros	2022	76"
"25 Lleida	Organismos autónomos y otros	2021	78"
"25 Lleida	Organismos autónomos y otros	2020	78"
"25 Lleida	Organismos autónomos y otros	2019	78"
"25 Lleida	Organismos autónomos y otros	2018	77"
"25 Lleida	Organismos autónomos y otros	2017	81"
"25 Lleida	Organismos autónomos y otros	2016	81"
"25 Lleida	Organismos autónomos y otros	2015	80"
"25 Lleida	Organismos autónomos y otros	2014	85"
